id;the_geom;osm_id;name;ref;type;oneway;bridge;maxspeed
roads.1;MULTILINESTRING ((1.4844746 43.5929086, 1.483905 43.5931942, 1.4836062 43.5933472, 1.4835023 43.5933858, 1.4833494 43.5934217, 1.4829472 43.5935453, 1.4823242 43.5937816, 1.4816593 43.5940338, 1.4808245 43.5943622, 1.4795768 43.5948136, 1.4793504 43.594875, 1.4791976 43.5948756, 1.4790885 43.5948489, 1.4785731 43.5946651, 1.478397 43.5946179));1863458;Rue Julia;;residential;0;0;0
roads.2;MULTILINESTRING ((1.4283456 43.5849928, 1.428526 43.5849419, 1.4285995 43.5849264, 1.4290071 43.5848761));2304962;Pont de la Croix de Pierre;;secondary;1;0;50
roads.3;MULTILINESTRING ((1.444174 43.5839023, 1.4443762 43.5839308, 1.4444045 43.5839348, 1.4449372 43.5840077, 1.4456686 43.5841056, 1.4473082 43.584335));2304963;Boulevard des Récollets;;secondary;0;0;50
roads.4;MULTILINESTRING ((1.4419736 43.5921351, 1.4418805 43.5921357, 1.4414594 43.5921721, 1.4412119 43.5921988, 1.4408405 43.5922362));2305016;Pont Saint-Michel;;primary;1;1;50
roads.5;MULTILINESTRING ((1.4519821 43.59666, 1.4519481 43.5966526, 1.4517386 43.5965899, 1.4515376 43.5964973, 1.451395 43.5964078, 1.4513834 43.5963974, 1.4512715 43.5962735));2305119;Square Boulingrin;;primary;1;0;50
roads.6;MULTILINESTRING ((1.4538758 43.5960178, 1.4538934 43.5960596, 1.4539312 43.5960937, 1.4539591 43.5961083));2305291;Allée Paul Sabatier;;primary;1;0;50
roads.7;MULTILINESTRING ((1.4543622 43.6094748, 1.4544253 43.6094223, 1.4544626 43.6093915, 1.4545396 43.6093276));2305296;Boulevard de la Gare;;primary;1;0;50
roads.8;MULTILINESTRING ((1.4571516 43.6051353, 1.4571698 43.605062, 1.457185 43.6050091));2305297;Boulevard de la Gare;;primary;1;0;50
roads.9;MULTILINESTRING ((1.451182 43.5954081, 1.4511113 43.5953808, 1.4510491 43.5953604, 1.4498137 43.5949189, 1.4496605 43.5948642, 1.4495105 43.5948106, 1.4493406 43.5947499, 1.4490765 43.5946522, 1.4489488 43.5946094));2305443;Allées Jules Guesde;;primary;0;0;50
roads.10;MULTILINESTRING ((1.4147569 43.6116078, 1.4145747 43.6116494, 1.4145346 43.6116606, 1.4142423 43.6117293, 1.4139827 43.6118154, 1.4136837 43.6119824, 1.4133852 43.6122229, 1.4133437 43.6122572, 1.4129963 43.6125488, 1.4126904 43.6128306, 1.4124884 43.6130329));2305718;Route de Blagnac;D 1;tertiary;0;0;0
roads.11;MULTILINESTRING ((1.4236191 43.5792191, 1.4236515 43.5791073, 1.423682 43.5789153, 1.4236931 43.5787092, 1.4237269 43.5783305, 1.4237725 43.5778062, 1.4237801 43.5777189, 1.4238952 43.5763951, 1.4239881 43.5755467, 1.4240175 43.5750878, 1.4240359 43.5748593, 1.4241029 43.574045, 1.4241128 43.573929, 1.4241447 43.573543, 1.4241959 43.5730621, 1.4242058 43.5728645, 1.4242134 43.5727112, 1.4242722 43.5721197, 1.4242774 43.5720646, 1.4243515 43.5712668));2305863;Route d'Espagne;;secondary;1;0;50
roads.12;MULTILINESTRING ((1.4722565 43.5733898, 1.471884 43.5736071, 1.4709799 43.5741486, 1.4703053 43.5745081, 1.469784 43.5747806, 1.4694587 43.5749506, 1.4693163 43.5750172, 1.4691729 43.5750714, 1.4690304 43.5751233, 1.4686138 43.57525, 1.4679331 43.5754599));2305914;Boulevard de la Méditerranée;;primary;1;0;50
roads.13;MULTILINESTRING ((1.4364256 43.5773698, 1.4363721 43.5773722, 1.4363027 43.5773759));2306257;Passerelle de la Poudrerie;;residential;1;0;0
roads.14;MULTILINESTRING ((1.430304 43.6518901, 1.4300747 43.6522123, 1.4299513 43.6524189, 1.4298534 43.6526149, 1.4298065 43.6527362, 1.4297676 43.6528634, 1.4297327 43.6530681, 1.4297086 43.6532495, 1.429714 43.6534126, 1.4297234 43.653593, 1.4297703 43.6540142, 1.4297676 43.6541908, 1.4297287 43.6543635, 1.4296697 43.6545333, 1.4295664 43.6547002, 1.4294779 43.6548059, 1.4293814 43.6548942, 1.4292674 43.6549816, 1.4291373 43.6550582, 1.4290018 43.6551252, 1.4288302 43.6551873, 1.4286371 43.6552348, 1.4284466 43.6552668));2409234;Périphérique Extérieur;A 620;motorway_link;1;0;0
roads.15;MULTILINESTRING ((1.4175688 43.6241918, 1.4174448 43.6242197, 1.4165014 43.6244199, 1.4155626 43.6246219, 1.4148564 43.6247752, 1.4145152 43.6248461, 1.4139801 43.6249694, 1.4136395 43.6250335, 1.4132975 43.6250908, 1.4128911 43.6251461, 1.4124674 43.6251859));2417020;;A 621;motorway;1;0;90
roads.16;MULTILINESTRING ((1.4926928 43.5581047, 1.4926488 43.558161, 1.4925914 43.5582105, 1.4925224 43.5582516, 1.4924441 43.5582828, 1.4923594 43.5583032, 1.4922709 43.5583119, 1.4921817 43.5583087, 1.4920948 43.5582938, 1.4920038 43.5582637, 1.4919233 43.5582208, 1.4918566 43.5581668, 1.4918065 43.5581041, 1.4917752 43.5580353));4299503;;;motorway_link;0;0;0
roads.17;MULTILINESTRING ((1.488536 43.5572954, 1.4885926 43.5572449, 1.4886611 43.5572028, 1.4887392 43.5571706, 1.4888241 43.5571494, 1.4889129 43.5571399, 1.4890027 43.5571424, 1.4890902 43.557157, 1.4891798 43.5571859, 1.4892595 43.5572273, 1.4893261 43.5572795, 1.4893768 43.5573403, 1.4894096 43.5574073));4299504;;;motorway_link;0;0;0
roads.18;MULTILINESTRING ((1.4894096 43.5574073, 1.4895071 43.5574784, 1.4895865 43.5575211, 1.4896721 43.5575474, 1.4897543 43.5575644, 1.4901208 43.5576126));4299506;;A623;motorway;1;0;50
roads.19;MULTILINESTRING ((1.4900799 43.5577133, 1.4897485 43.5576641, 1.4896119 43.5576484, 1.4895163 43.5576428, 1.4894442 43.5576503, 1.4893567 43.5576683));4299507;;A 623;motorway;1;0;0
roads.20;MULTILINESTRING ((1.4917752 43.5580353, 1.4916713 43.5579585, 1.4915856 43.5579173, 1.4914812 43.5578885, 1.4913183 43.5578774));4299509;;A 623;motorway_link;1;0;0
roads.21;MULTILINESTRING ((1.4909304 43.5578275, 1.4900799 43.5577133));4299510;;A623;motorway;1;1;0
roads.22;MULTILINESTRING ((1.4243931 43.5692697, 1.4243563 43.5692388, 1.4243302 43.5692026, 1.4243163 43.569163, 1.4243152 43.5691222, 1.424333 43.5690709, 1.4243709 43.5690257, 1.4244256 43.5689906, 1.4244921 43.5689688));4299597;Rond-Point Henri Sarramon;;primary;0;0;50
roads.23;MULTILINESTRING ((1.4247332 43.5700383, 1.4247242 43.5700941, 1.4246919 43.5701451, 1.4246392 43.5701864, 1.4245715 43.5702137, 1.4244974 43.5702244, 1.4244222 43.5702184, 1.4243341 43.5701863, 1.4242794 43.5701427, 1.4242472 43.5700886, 1.4242411 43.5700298, 1.4242633 43.5699702, 1.4243122 43.5699197, 1.4243474 43.5698985, 1.4244228 43.5698733, 1.4245054 43.5698677, 1.4245859 43.5698823, 1.4246552 43.5699154, 1.4247109 43.5699713, 1.4247332 43.5700383));4299598;Ront-Point Robert Baden-Powell;;primary;0;0;50
roads.24;MULTILINESTRING ((1.424787 43.5692023, 1.4248954 43.5694235, 1.4249356 43.5694662, 1.4249745 43.5694983, 1.4250563 43.5695537, 1.4251676 43.5695965, 1.4252843 43.5696353, 1.4254104 43.5696518, 1.4256343 43.5696557, 1.4258972 43.5696596, 1.4261654 43.5696761, 1.4265168 43.569716, 1.4268239 43.5697607, 1.4270733 43.5698102, 1.4272758 43.569853));4299599;;;motorway_link;1;0;0
roads.25;MULTILINESTRING ((1.4328124 43.5708353, 1.4294634 43.5704527));4299601;;A 620;motorway;1;1;90
roads.26;MULTILINESTRING ((1.421801 43.5689068, 1.4229842 43.5691879));4299602;;A 620;motorway;1;0;90
roads.27;MULTILINESTRING ((1.4328327 43.5707091, 1.4335276 43.5708003, 1.4338379 43.570848, 1.4341568 43.5709114, 1.4344753 43.5709965));4299603;;A 620;motorway;1;0;90
roads.28;MULTILINESTRING ((1.4243474 43.5698985, 1.424348 43.5698615, 1.4243535 43.5697945));4299605;Route d'Espagne;;primary;1;0;50
roads.29;MULTILINESTRING ((1.4246918 43.5692878, 1.4246985 43.5693332, 1.4246607 43.5698812, 1.4246552 43.5699154));4299606;Route d'Espagne;D 120;primary;1;0;50
roads.30;MULTILINESTRING ((1.4783278 43.569799, 1.4777631 43.5701561, 1.4771152 43.5705363));4299609;;;motorway_link;1;0;0
roads.31;MULTILINESTRING ((1.421516 43.5688489, 1.421801 43.5689068));4347128;;A 620;motorway;1;0;90
roads.32;MULTILINESTRING ((1.452386 43.5730619, 1.452453 43.5729267, 1.4525308 43.572797, 1.4526247 43.5726581));4485466;Route de Narbonne;N 113;primary;0;1;50
roads.33;MULTILINESTRING ((1.4793856 43.6281529, 1.4792786 43.6281026));4486515;Route d'Agde;D 112;primary;1;0;0
roads.34;MULTILINESTRING ((1.4823565 43.6294648, 1.4822879 43.6294242, 1.482202 43.6293723, 1.4820925 43.6293085, 1.4820262 43.6292829, 1.4819032 43.6292309, 1.4816865 43.6291413, 1.4815184 43.6290718, 1.4809775 43.6288579, 1.480169 43.628509));4486527;Route d'Agde;D 112;primary;1;0;0
roads.35;MULTILINESTRING ((1.4795425 43.6275796, 1.4797321 43.6276839));4486528;Route d'Agde;D 112;primary;1;0;0
roads.36;MULTILINESTRING ((1.4793856 43.6281529, 1.4793683 43.6282191, 1.4792167 43.6287986, 1.4788963 43.6296717, 1.4787997 43.6299416, 1.478738 43.6301755, 1.4786643 43.6304619, 1.478608 43.6307473, 1.4784377 43.6314086));4486556;;;motorway_link;1;0;0
roads.37;MULTILINESTRING ((1.4786717 43.6271054, 1.4788013 43.6271984));4486696;Route d'Agde;D 112;primary;1;0;0
roads.38;MULTILINESTRING ((1.480302 43.6244467, 1.4802223 43.6248527, 1.4800908 43.6253051, 1.4799173 43.6262118, 1.4797965 43.6267039, 1.4797262 43.6269862));4486697;La Roseraie;15;motorway_link;1;0;0
roads.39;MULTILINESTRING ((1.4829071 43.6295117, 1.4828434 43.6295663, 1.4827589 43.6296032, 1.4826625 43.6296186, 1.4825835 43.6296141, 1.4825088 43.6295951, 1.4824435 43.6295627, 1.4823919 43.6295191, 1.4823565 43.6294648));4492321;;;primary;0;0;50
roads.40;MULTILINESTRING ((1.4786717 43.6271054, 1.4786811 43.6270185, 1.4787532 43.6268288, 1.478939 43.6264445));4532210;;;motorway_link;1;0;0
roads.41;MULTILINESTRING ((1.4782952 43.6310142, 1.4782972 43.6303469, 1.4782969 43.6301221, 1.4782955 43.6298406, 1.4782761 43.6294261, 1.4782526 43.6291097, 1.4782652 43.6287195, 1.4782941 43.6283913, 1.4783332 43.628155, 1.4784349 43.6277303, 1.4784631 43.6276667));4532211;La Roseraie;15;motorway_link;1;0;0
roads.42;MULTILINESTRING ((1.4248732 43.6528741, 1.4251529 43.6530118, 1.4253205 43.6531292, 1.425519 43.6532457, 1.4257041 43.6533369, 1.4258784 43.6534116, 1.4260568 43.6534727, 1.426333 43.6535465, 1.4265423 43.6535862, 1.4267568 43.6536183, 1.426931 43.6536338));4545808;;;motorway_link;1;0;0
roads.43;MULTILINESTRING ((1.4245002 43.66084, 1.4247251 43.6603616, 1.424882 43.6600618, 1.4251421 43.6595913, 1.4254519 43.6590877, 1.4256853 43.6586899, 1.4258637 43.6583601, 1.4259481 43.6582009, 1.4261988 43.6577884));4545809;;;motorway_link;1;0;0
roads.44;MULTILINESTRING ((1.4190439 43.6536874, 1.4192169 43.6535666, 1.4192883 43.6535167, 1.4198672 43.6532591, 1.4199408 43.6532247, 1.4199641 43.6531742, 1.4199664 43.653048, 1.4199843 43.6528225, 1.4199933 43.6527888, 1.4199676 43.6522283, 1.4199062 43.6520799, 1.4199107 43.6519304, 1.4199479 43.6516144, 1.4199194 43.6513804, 1.4199509 43.6511506, 1.4200378 43.6508379, 1.4201496 43.650531, 1.4204194 43.6499238, 1.4203863 43.6498077, 1.4203665 43.6496982, 1.4202488 43.6493568, 1.4202234 43.6492248, 1.4202468 43.6490938, 1.4202737 43.6488397, 1.4202387 43.6486506, 1.4201453 43.6485683, 1.4199688 43.6484648, 1.4197287 43.6483665, 1.4192681 43.6482917, 1.4190703 43.6482385, 1.4188527 43.6482043, 1.4185727 43.6482683, 1.4183142 43.6482969, 1.4180796 43.648365, 1.4179328 43.6484833, 1.4177794 43.6486975, 1.4175717 43.6491076, 1.4175636 43.6491237, 1.4172645 43.6495075, 1.4170519 43.6499024, 1.4168801 43.6504512, 1.4166462 43.6508732));4546033;;;cycleway;0;0;0
roads.45;MULTILINESTRING ((1.4404643 43.6477543, 1.4399667 43.6479639, 1.4398205 43.6480173, 1.4396945 43.64806, 1.4395241 43.6481037, 1.4394034 43.6481289, 1.4392693 43.648157, 1.4391697 43.6481643, 1.4391097 43.6481687, 1.438989 43.6481648));4546034;;;motorway_link;1;0;50
roads.46;MULTILINESTRING ((1.4186333 43.6476386, 1.4185476 43.6476286, 1.4184752 43.647594, 1.4184289 43.6475408, 1.4184171 43.6474786, 1.4184418 43.6474184, 1.4184953 43.6473727, 1.4185693 43.647346, 1.4186278 43.647341, 1.4186859 43.6473482, 1.4187387 43.647367, 1.4187972 43.6474114, 1.4188261 43.647469, 1.4188205 43.6475302, 1.4187813 43.6475845, 1.4187151 43.6476228, 1.4186333 43.6476386));4548546;;;residential;0;0;0
roads.47;MULTILINESTRING ((1.4196032 43.6542327, 1.4197601 43.6541496, 1.4199252 43.6540689, 1.4200757 43.6539809, 1.4212758 43.6531001, 1.4213167 43.6530707, 1.4214143 43.652992, 1.4216647 43.6527901, 1.4220013 43.6524413));4548547;Allée des Foulques;;unclassified;0;0;0
roads.48;MULTILINESTRING ((1.4944161 43.5726315, 1.4943686 43.5725494, 1.4942038 43.572312));4593014;;;motorway_link;1;0;0
roads.49;MULTILINESTRING ((1.4011465 43.5872046, 1.4013783 43.5866928, 1.4015231 43.5864526, 1.4017491 43.5860424));4612205;La Cépière;27;motorway_link;1;0;70
roads.50;MULTILINESTRING ((1.4407713 43.5944264, 1.4408031 43.5944453, 1.4408243 43.5944709, 1.4408322 43.5945002, 1.440826 43.5945297, 1.4408074 43.594555, 1.4407785 43.5945745, 1.4407424 43.5945861, 1.440703 43.5945886, 1.4406646 43.5945817, 1.4406314 43.5945662, 1.4406047 43.5945404, 1.4405928 43.5945093, 1.4405974 43.5944772, 1.4406178 43.5944485, 1.4406513 43.5944272, 1.4406903 43.5944167, 1.440732 43.5944164, 1.4407713 43.5944264));4612215;Rond-Point des Jeunes Combattants de Moins de 20;;tertiary;0;0;30
roads.51;MULTILINESTRING ((1.4596486 43.576871, 1.4595871 43.576923, 1.4594141 43.5770648));4612218;Avenue du Lauragais;;residential;0;0;0
roads.52;MULTILINESTRING ((1.4552488 43.5765225, 1.4550319 43.5764066));4612225;Avenue Albert Bedouce;;tertiary;1;0;0
roads.53;MULTILINESTRING ((1.4380878 43.572574, 1.4372402 43.5734433, 1.4370773 43.5736097, 1.4369981 43.5737236, 1.4369604 43.5738198, 1.436943 43.5739047, 1.4369523 43.5739969, 1.4369781 43.5740966, 1.4370096 43.5741836, 1.4371523 43.5743923));4612233;;;tertiary;0;0;50
roads.54;MULTILINESTRING ((1.3945519 43.5878499, 1.3946166 43.5879074, 1.39475 43.588022, 1.3949941 43.5882697, 1.3952147 43.5884834, 1.3975139 43.5907231, 1.3977297 43.5909285));4612235;Allée des Vitarelles;;secondary;0;0;50
roads.55;MULTILINESTRING ((1.4343476 43.5774877, 1.4343737 43.5771914, 1.4344159 43.5767121, 1.4344455 43.5765435, 1.4344835 43.5760703, 1.4345015 43.575684, 1.4345501 43.5754345, 1.4345717 43.5751117, 1.43454 43.5748557));4612238;Chemin de la Loge;;residential;0;0;0
roads.56;MULTILINESTRING ((1.4403992 43.5987214, 1.4403053 43.598294, 1.4402229 43.5979619, 1.4402048 43.5978492, 1.4401947 43.5977856, 1.4401994 43.5977171, 1.4402121 43.5976147, 1.4402334 43.5975129));4612242;Quai de Tounis;;tertiary;1;0;30
roads.57;MULTILINESTRING ((1.4229894 43.5962619, 1.4228699 43.5961504, 1.4211569 43.5940195, 1.4211181 43.5939712, 1.4210498 43.5938889, 1.4210044 43.5938306, 1.4209605 43.5937787, 1.4209412 43.5937542, 1.4208708 43.5936634, 1.4206873 43.5934358, 1.4200751 43.5926764, 1.4195578 43.5920326));4612245;Allées Maurice Sarraut;;secondary;0;0;50
roads.58;MULTILINESTRING ((1.4555614 43.6098446, 1.4556534 43.6098424, 1.4557827 43.6098568, 1.455902 43.6098928, 1.4560341 43.6099607, 1.4562787 43.6101237, 1.456297 43.6101359, 1.4563582 43.6101767, 1.4566822 43.6103974, 1.4572795 43.6107878, 1.4573008 43.6108017, 1.457369 43.6108443));4612251;Boulevard de Marengo;;primary;1;0;50
roads.59;MULTILINESTRING ((1.4347698 43.5928755, 1.4347505 43.5929356, 1.4347438 43.5929808, 1.4347451 43.5930133, 1.4347538 43.5930449, 1.4347719 43.5930992, 1.4348035 43.5931872, 1.4352087 43.5942061, 1.4353659 43.59454, 1.4356806 43.5952671, 1.4363159 43.5967653, 1.4363352 43.5968109, 1.4366524 43.5975675, 1.4366598 43.5976079, 1.4366729 43.59768));4612266;Rue Charles Laganne;;residential;1;0;30
roads.60;MULTILINESTRING ((1.4398218 43.5748433, 1.4394329 43.5745849, 1.4391066 43.5743779, 1.4389634 43.574299, 1.4388281 43.5742458, 1.4386658 43.5742054, 1.438529 43.5741846, 1.4383829 43.5741739, 1.4382206 43.5741778, 1.4380838 43.5741894, 1.4379457 43.5742166, 1.4378263 43.5742565, 1.4376922 43.5743196, 1.4374293 43.574417));4612271;Avenue d'Empalot;;primary_link;1;0;50
roads.61;MULTILINESTRING ((1.4362174 43.5707677, 1.436177 43.5708099, 1.4361463 43.5708553, 1.4360971 43.5709934));4612282;Chemin de la Loge;;unclassified;1;0;0
roads.62;MULTILINESTRING ((1.4348361 43.5732765, 1.4348849 43.5731719));4612283;Chemin de la Loge;;unclassified;0;0;0
roads.63;MULTILINESTRING ((1.4201847 43.5958671, 1.4199444 43.595863));4612294;Avenue de Lombez;D 632;primary;1;0;50
roads.64;MULTILINESTRING ((1.4157745 43.5950814, 1.4158779 43.595102, 1.415966 43.5951178, 1.4160354 43.5951302, 1.4162481 43.5951682));4612297;Avenue de Lombez;D 632;primary;0;0;50
roads.65;MULTILINESTRING ((1.4423222 43.5819135, 1.4422942 43.5818442, 1.4421706 43.5816332, 1.4419245 43.581113, 1.4418837 43.5810156, 1.4418475 43.5809228, 1.4417756 43.5806739, 1.4417565 43.5805281));4612303;Avenue Jean Moulin;;residential;0;0;30
roads.66;MULTILINESTRING ((1.4575223 43.5947371, 1.4575484 43.5947974, 1.4575633 43.5949228, 1.4575596 43.597213));4612307;Rue Bernard Mulé;;residential;1;0;0
roads.67;MULTILINESTRING ((1.419439 43.595704, 1.4193885 43.5955452, 1.4193709 43.5954397, 1.4193565 43.5953685, 1.4193298 43.5951598, 1.4193378 43.5950111));4612310;Boulevard Gabriel Koenigs;;secondary;1;0;50
roads.68;MULTILINESTRING ((1.437716 43.5864659, 1.4378232 43.586353, 1.4378647 43.5863093, 1.4379158 43.5862277, 1.4379346 43.5861466));4612357;Allée du Professeur Camille Soula;;residential;1;0;50
roads.69;MULTILINESTRING ((1.4531605 43.6161225, 1.4531196 43.6160511, 1.4531089 43.6160234, 1.453122 43.6159984, 1.4531874 43.6159652, 1.4532604 43.6159224, 1.4533154 43.6158695, 1.4540114 43.6146995, 1.4540577 43.6146495, 1.454108 43.6146461, 1.4551024 43.6148389, 1.4551748 43.6148554));4612358;Rue des Cheminots;;residential;1;0;30
roads.70;MULTILINESTRING ((1.4572784 43.6117449, 1.4572353 43.6117643, 1.4571181 43.6118017, 1.4570095 43.6118221, 1.4568941 43.6118298, 1.4567969 43.6118255, 1.4566708 43.6118046, 1.4565642 43.6117759, 1.4564762 43.6117339, 1.4564333 43.6117077, 1.4563979 43.6116851, 1.4563097 43.6116255, 1.4556702 43.6111883, 1.4555457 43.6111032));4612367;Boulevard de Marengo;;primary;1;0;50
roads.71;MULTILINESTRING ((1.4527041 43.605929, 1.4530296 43.6059638, 1.4538291 43.6060754, 1.4539439 43.6060928, 1.4540308 43.6061059));4612378;Rue Gabriel Péri;;tertiary;0;0;30
roads.72;MULTILINESTRING ((1.4074036 43.5768693, 1.4066235 43.57614, 1.4065167 43.5760516, 1.4061665 43.5756995, 1.4055064 43.5750871, 1.4053735 43.5749922, 1.4052546 43.574908, 1.4051652 43.5748531, 1.4051223 43.5748167, 1.405061 43.5747462, 1.4050377 43.5746963, 1.4050116 43.5746235));4612380;Avenue de la Reynerie;;secondary;1;0;50
roads.73;MULTILINESTRING ((1.4523777 43.594827, 1.4524158 43.5946853, 1.4524385 43.5944994, 1.4524974 43.5940172, 1.4526501 43.5927661, 1.4526686 43.5925977, 1.4526845 43.5924524, 1.4527733 43.5917311));4612443;Allée Serge Ravanel;;secondary;1;0;50
roads.74;MULTILINESTRING ((1.4390876 43.5710027, 1.4390818 43.5711228, 1.4390322 43.5713779, 1.4389129 43.5716255, 1.4388151 43.5718188, 1.4386433 43.5720437));4612445;Chemin des Étroits;D 4;tertiary;1;0;50
roads.75;MULTILINESTRING ((1.430631 43.5978749, 1.4305589 43.5978288, 1.4304485 43.5978034, 1.4303517 43.5977871));4612461;Avenue Étienne Billières;D 632;primary;1;0;50
roads.76;MULTILINESTRING ((1.4528997 43.5966372, 1.4528079 43.5966833, 1.4527507 43.5967225, 1.4527157 43.5967644, 1.452701 43.5968011, 1.4526985 43.5968223, 1.4526637 43.5970521, 1.4525643 43.597971, 1.4525574 43.5980347, 1.4524714 43.5985687, 1.4524063 43.5992541, 1.452394 43.5993404, 1.4523528 43.5996617, 1.4523499 43.5996887, 1.4523408 43.5997489, 1.4523199 43.5998882));4612474;Allées Forain François Verdier;;primary;1;0;50
roads.77;MULTILINESTRING ((1.4522048 43.6003514, 1.4521598 43.6004495, 1.4521048 43.6006306, 1.4520697 43.600747, 1.4520379 43.6008672, 1.452009 43.601003, 1.4519869 43.6011365, 1.4519756 43.6012103, 1.4519166 43.6017384, 1.4518423 43.6024231, 1.4518183 43.602505, 1.4517981 43.6025587, 1.4516713 43.6027643, 1.4516298 43.6028378, 1.4515929 43.602896, 1.4515302 43.6029842, 1.451498 43.6030414, 1.4514374 43.6031148, 1.4511428 43.6034034, 1.45089 43.6036429, 1.4507835 43.6037438));4612504;Boulevard Lazare Carnot;;primary;1;0;50
roads.78;MULTILINESTRING ((1.4501478 43.6043586, 1.4503078 43.6044003, 1.4503964 43.6044279, 1.4504796 43.6044296));4612507;Rue de la Colombette;;residential;1;0;30
roads.79;MULTILINESTRING ((1.4566131 43.6050307, 1.4567208 43.6050516));4612515;Rue de la Colombette;;residential;0;0;0
roads.80;MULTILINESTRING ((1.4575558 43.5979616, 1.4575635 43.5980663));4612554;;;steps;0;0;0
roads.81;MULTILINESTRING ((1.4469916 43.5866477, 1.4469584 43.5867204));4612555;Grande Rue Saint-Michel;;secondary;0;0;50
roads.82;MULTILINESTRING ((1.4575596 43.5974145, 1.4575973 43.5974607, 1.4576707 43.5974881));4612556;Rue Bernard Mulé;;residential;1;0;0
roads.83;MULTILINESTRING ((1.414302 43.568949, 1.4141397 43.5688662, 1.4139821 43.5687623, 1.4137669 43.5685961, 1.413497 43.5683807, 1.4134282 43.5683264, 1.4130919 43.5680945, 1.4130106 43.5680412, 1.4127158 43.5678477, 1.4124566 43.5676458, 1.4122099 43.5674306, 1.4120805 43.5673032, 1.4119611 43.5671696, 1.4117445 43.5668482, 1.411664 43.566743, 1.4115024 43.5665554, 1.4112864 43.5662744));4612560;Route de Seysses;;secondary;1;0;0
roads.84;MULTILINESTRING ((1.414302 43.568949, 1.4150598 43.5693787));4612568;Route de Seysses;;secondary;0;1;0
roads.85;MULTILINESTRING ((1.4086292 43.5780248, 1.4085573 43.5780601, 1.4084521 43.5781085, 1.4082745 43.5781796, 1.408149 43.5782234, 1.4078043 43.5783089, 1.4072692 43.5784468, 1.4071365 43.5784983, 1.4070506 43.5785625, 1.4069621 43.5786489, 1.4067556 43.5789559, 1.406338 43.5794499));4612581;;;motorway_link;1;0;0
roads.86;MULTILINESTRING ((1.4213537 43.5689809, 1.4210348 43.5689353, 1.4207394 43.5689144, 1.4204563 43.5689151));4612587;;;motorway_link;1;0;90
roads.87;MULTILINESTRING ((1.453992 43.609207, 1.4540454 43.6092451, 1.4540918 43.609277, 1.4542711 43.6093974, 1.4543622 43.6094748));4612600;Allées Jean Jaurès;;primary;1;1;50
roads.88;MULTILINESTRING ((1.454966 43.6102322, 1.4549876 43.6101571, 1.4549935 43.6101305, 1.4549971 43.6101143, 1.4550053 43.6100702, 1.4549943 43.6100198, 1.4549532 43.6099728, 1.4549154 43.6099444));4612655;Place du Rotary;;primary;1;0;50
roads.89;MULTILINESTRING ((1.4542877 43.6095375, 1.4539779 43.6093477, 1.4539462 43.6093265, 1.4539446 43.6093252, 1.4538798 43.6092876));4612657;Allées Jean Jaurès;;primary;1;1;50
roads.90;MULTILINESTRING ((1.4191368 43.6235857, 1.4192125 43.623609, 1.4192794 43.6236437, 1.4193344 43.623688, 1.4193727 43.6237362, 1.4193968 43.623789, 1.4194056 43.6238443, 1.4193918 43.6239214, 1.4193487 43.6239925, 1.4192797 43.6240521, 1.4191904 43.6240952, 1.419088 43.6241185, 1.4189806 43.62412, 1.418877 43.6240996, 1.4187855 43.624059));4612676;Rond-Point Henri Cazaux;;primary;0;0;0
roads.91;MULTILINESTRING ((1.4177794 43.6486975, 1.4177807 43.6485598, 1.4177427 43.6483718, 1.4176361 43.6481841, 1.4174498 43.6480361, 1.4171854 43.6479679, 1.4165401 43.6479446, 1.4163269 43.6479261, 1.4161676 43.6479046, 1.4159545 43.647864, 1.4159111 43.6478525, 1.4158566 43.6478742));4615372;;;footway;0;0;0
roads.92;MULTILINESTRING ((1.4166462 43.6508732, 1.4169748 43.6509663, 1.4172685 43.6510401, 1.4175167 43.6511148, 1.4178067 43.6512058));4615374;;;path;0;0;0
roads.93;MULTILINESTRING ((1.4178067 43.6512058, 1.4179854 43.6511212, 1.41807 43.6510802, 1.41811 43.6510248, 1.4181372 43.6509561, 1.4181193 43.6508246, 1.4180658 43.6507439, 1.417981 43.6507056, 1.4178822 43.6506395, 1.4177846 43.6505913, 1.4177171 43.6505218, 1.4176556 43.6504253, 1.4176907 43.6502657));4615375;;;path;0;0;0
roads.94;MULTILINESTRING ((1.4182475 43.6476706, 1.4181848 43.6475267, 1.4174455 43.6477117, 1.4174098 43.647733, 1.4173977 43.6477584, 1.4173938 43.6477899, 1.4174095 43.647824, 1.4174389 43.6478462, 1.4174874 43.6478536, 1.417533 43.6478527, 1.4177992 43.6477851, 1.4182475 43.6476706, 1.4183394 43.6476937));4615377;;;service;0;0;0
roads.95;MULTILINESTRING ((1.4232414 43.6188862, 1.423415 43.6188401, 1.4235945 43.6188221, 1.4237292 43.6188348));4645660;Rue Jean-Philippe Rameau;;residential;0;0;0
roads.96;MULTILINESTRING ((1.4371901 43.616273, 1.4371588 43.6163661, 1.4369793 43.6169461, 1.4369036 43.6171758, 1.4368972 43.6171952, 1.4368753 43.6172623, 1.4368433 43.617358));4645752;Avenue des Minimes;;primary;0;0;50
roads.97;MULTILINESTRING ((1.4366594 43.6179402, 1.4367454 43.6181052, 1.4367827 43.6181878, 1.4368253 43.6183441));4645757;Avenue Frédéric Estèbe;;residential;1;0;50
