id;the_geom;osm_id;name;ref;type;oneway;bridge;maxspeed
roads.3502;MULTILINESTRING ((1.4088145 43.5703266, 1.4091986 43.5701734, 1.4096901 43.5699773));30960975;Rue de Pékin;;residential;0;0;30
roads.3503;MULTILINESTRING ((1.4085376 43.5696629, 1.4096901 43.5699773));30960976;Rue de Washington;;residential;0;0;30
roads.3504;MULTILINESTRING ((1.4130939 43.5688116, 1.4132793 43.5686246, 1.4133914 43.56857));30960977;Rue de Londres;;unclassified;0;0;0
roads.3505;MULTILINESTRING ((1.4137669 43.5685961, 1.4135816 43.5685513, 1.4135072 43.5685443, 1.4133914 43.56857));30960978;Rue de Londres;;unclassified;1;0;0
roads.3506;MULTILINESTRING ((1.4129627 43.5687074, 1.4134033 43.5684916, 1.4134293 43.5684747, 1.4134414 43.5684384, 1.4134286 43.5684047, 1.413398 43.5683731, 1.4130536 43.5681189, 1.4130139 43.5680884, 1.4130051 43.5680704, 1.4130106 43.5680412));30960979;Rue Trianon;;residential;1;0;0
roads.3507;MULTILINESTRING ((1.413898 43.5685167, 1.4144417 43.5688555, 1.4145607 43.5688666, 1.4147349 43.5688417, 1.4158731 43.5685243, 1.4164535 43.5683249, 1.4166891 43.5682008, 1.4168248 43.5680624, 1.4169416 43.5679216, 1.4171209 43.5676955, 1.4173093 43.5674152, 1.417366 43.5673921, 1.4174176 43.5673908, 1.4175396 43.5674196));30960980;Impasse des Martyrs de Bordelongue;;cycleway;0;0;0
roads.3508;MULTILINESTRING ((1.4175396 43.5674196, 1.4177376 43.5674935));30960981;Impasse des Martyrs de Bordelongue;;cycleway;0;0;0
roads.3509;MULTILINESTRING ((1.4177376 43.5674935, 1.4178613 43.5675557, 1.4179406 43.5676235, 1.4180812 43.5678557));30960982;Impasse des Martyrs de Bordelongue;;cycleway;0;0;0
roads.3510;MULTILINESTRING ((1.3959687 43.5951839, 1.3957477 43.59507));30962144;;;residential;0;0;0
roads.3511;MULTILINESTRING ((1.3955761 43.5950762, 1.3954301 43.5952005, 1.3951873 43.595144, 1.3940185 43.5948905, 1.3935572 43.59479, 1.3933377 43.5947826, 1.3932296 43.5947789));30962145;Rue Foure Labrot;;residential;0;0;30
roads.3512;MULTILINESTRING ((1.3933635 43.5988061, 1.3936986 43.5988012, 1.3937038 43.5986917, 1.3937439 43.5978386, 1.3944291 43.5978528));30980731;Rue de Bayeux;;residential;0;0;0
roads.3513;MULTILINESTRING ((1.3931106 43.6007968, 1.3931592 43.6010157));30980733;Rue de Lisieux;;tertiary;0;0;0
roads.3514;MULTILINESTRING ((1.3930412 43.5983273, 1.3930446 43.5984096));30980734;Rue de Lisieux;;tertiary;1;0;0
roads.3515;MULTILINESTRING ((1.3930412 43.5983273, 1.3931705 43.598316));30980741;;;footway;0;0;0
roads.3516;MULTILINESTRING ((1.3936986 43.5988012, 1.3938346 43.5988052, 1.3948804 43.59878, 1.3954469 43.5987622, 1.3957405 43.598753, 1.3964764 43.59873, 1.3965629 43.5987359, 1.3966027 43.5987501));30980742;Impasse de Lisieux;;unclassified;0;0;30
roads.3517;MULTILINESTRING ((1.393095 43.5959063, 1.393031 43.5964678));30980743;Chemin Tissié;;tertiary;0;0;0
roads.3518;MULTILINESTRING ((1.3931118 43.5963665, 1.3930826 43.5966863));30995314;;;cycleway;0;0;0
roads.3519;MULTILINESTRING ((1.3932481 43.5966991, 1.3930826 43.5966863));30995315;;;steps;0;0;0
roads.3520;MULTILINESTRING ((1.438989 43.6481648, 1.4389815 43.6482184, 1.4389379 43.6485301, 1.4389286 43.6486033, 1.4389161 43.6487014, 1.4388952 43.6487764, 1.4388796 43.6488336, 1.4387451 43.6493255, 1.4386727 43.6495945, 1.4385967 43.6499307, 1.4384804 43.6503934, 1.4383769 43.6508608, 1.4382781 43.6512767, 1.4382565 43.6513568));31001470;Route de Launaguet;;secondary;0;0;50
roads.3521;MULTILINESTRING ((1.4390789 43.64756, 1.4390488 43.6477648, 1.4390079 43.648039, 1.4390031 43.6480713));31001472;Route de Launaguet;;primary;0;1;50
roads.3522;MULTILINESTRING ((1.4875389 43.6014295, 1.4875035 43.6014134, 1.4866923 43.6010791, 1.4864873 43.6009921, 1.4863971 43.6009553));31003751;;;cycleway;0;0;0
roads.3523;MULTILINESTRING ((1.4841622 43.6001973, 1.4852308 43.600591, 1.4852673 43.60059, 1.4852981 43.6005564));31003752;;;path;0;0;0
roads.3524;MULTILINESTRING ((1.4856247 43.6006868, 1.4854506 43.6009394, 1.4852686 43.6009281, 1.4851018 43.6008603, 1.4852455 43.6006491, 1.4854134 43.6007151, 1.4854704 43.6006273));31003753;;;service;1;0;0
roads.3525;MULTILINESTRING ((1.4854134 43.6007151, 1.4852686 43.6009281));31003754;;;service;0;0;0
roads.3526;MULTILINESTRING ((1.4852308 43.600591, 1.4850046 43.6009286));31003756;;;footway;0;0;0
roads.3527;MULTILINESTRING ((1.4848339 43.6008644, 1.4845617 43.601185, 1.48436 43.6014315, 1.4848438 43.6016591, 1.4855842 43.6019861, 1.4857848 43.6017292, 1.4849956 43.6013787, 1.4847789 43.6012804, 1.4845617 43.601185));31003757;;;footway;0;0;0
roads.3528;MULTILINESTRING ((1.4845617 43.601185, 1.4844987 43.601162));31003758;;;footway;0;0;0
roads.3529;MULTILINESTRING ((1.4852786 43.6010332, 1.4849956 43.6013787, 1.4848438 43.6016591, 1.4849535 43.6018053, 1.4850756 43.6020149, 1.4852267 43.6022599, 1.4852831 43.6023656, 1.4852954 43.6024192, 1.485299 43.6024907, 1.485196 43.602637, 1.4849553 43.6029895, 1.4846527 43.6034188, 1.4839941 43.604378, 1.4838832 43.6045127, 1.4838199 43.6045431, 1.4837429 43.6045522, 1.4836457 43.6045479, 1.4834233 43.6044569, 1.4832115 43.6043889, 1.4831371 43.6043738));31003759;;;footway;0;0;0
roads.3530;MULTILINESTRING ((1.4839941 43.604378, 1.4840142 43.6044424, 1.4840455 43.6044987, 1.48408 43.6045277, 1.4841539 43.6045758, 1.4842316 43.6046039, 1.4843507 43.6046398, 1.4844284 43.6046847, 1.4844616 43.6046947));31003760;;;path;0;0;0
roads.3531;MULTILINESTRING ((1.48408 43.6045277, 1.4839177 43.6045164, 1.4838832 43.6045127));31003761;;;path;0;0;0
roads.3532;MULTILINESTRING ((1.4808291 43.6025435, 1.4808533 43.6026728));31003842;Impasse des Aérostiers;;residential;0;0;0
roads.3533;MULTILINESTRING ((1.4808533 43.6026728, 1.4808907 43.602858, 1.4811432 43.6029574, 1.4812894 43.6029522, 1.4815681 43.6030641));31003843;Impasse des Aérostiers;;residential;0;0;0
roads.3534;MULTILINESTRING ((1.4781743 43.601696, 1.478305 43.6022268, 1.4784047 43.6025757, 1.4784639 43.6028697));31004077;Rue André Theuriet;;residential;0;0;0
roads.3535;MULTILINESTRING ((1.4783581 43.5997547, 1.478729 43.6001504, 1.4789879 43.6005201));31004079;Passage André Rigaud;;steps;0;0;0
roads.3536;MULTILINESTRING ((1.4834648 43.5969416, 1.4835265 43.5969372, 1.4836358 43.5969426, 1.4837102 43.5969712));31004081;;;service;0;0;0
roads.3537;MULTILINESTRING ((1.4749414 43.596269, 1.4755872 43.5963133, 1.4762982 43.5963469, 1.4770626 43.596364, 1.4771185 43.5963679, 1.4771756 43.5963807, 1.4772169 43.5964077, 1.4772326 43.5964469, 1.4772754 43.5966553, 1.4773339 43.5968022));31004171;Chemin de Lafilaire;;residential;1;0;0
roads.3538;MULTILINESTRING ((1.4753482 43.5967301, 1.4762982 43.5963469));31004172;Rue Charles de Foucauld;;residential;0;0;30
roads.3539;MULTILINESTRING ((1.4738806 43.5962932, 1.4738339 43.5968419, 1.4738182 43.5970037, 1.4737953 43.5970754, 1.473787 43.5972173, 1.4742699 43.5972303));31004230;;;service;0;0;0
roads.3540;MULTILINESTRING ((1.4676543 43.5997929, 1.4676073 43.5995877, 1.4680775 43.5995193));31004231;Place Victor Basch;;service;0;0;0
roads.3541;MULTILINESTRING ((1.4599417 43.6064911, 1.4601968 43.60653, 1.4603944 43.6058088, 1.4604346 43.6058161, 1.4604491 43.6057763));31004404;;;footway;0;0;0
roads.3542;MULTILINESTRING ((1.4584373 43.6124258, 1.4585216 43.6124762, 1.4585856 43.6124177, 1.4586541 43.6123618, 1.4587268 43.6123067, 1.4586563 43.6122587));31004707;;;footway;0;0;0
roads.3543;MULTILINESTRING ((1.4610904 43.6094412, 1.4610737 43.6095266, 1.4612433 43.6099436, 1.4614955 43.610382));31004708;Impasse Montcabrier;;service;0;0;0
roads.3544;MULTILINESTRING ((1.4600891 43.6103068, 1.4601316 43.6103198, 1.4603091 43.610371, 1.4602589 43.6107999, 1.4600308 43.6108122, 1.4600147 43.6109137, 1.4600068 43.6109634, 1.4599987 43.6110146, 1.4599725 43.6111796, 1.4599687 43.6112219));31004709;;;footway;0;0;0
roads.3545;MULTILINESTRING ((1.4603091 43.610371, 1.4608315 43.610524, 1.4609 43.6105922, 1.4608705 43.610656, 1.4608416 43.6106698, 1.4608054 43.610687, 1.4607502 43.610677, 1.4607015 43.6106697, 1.4606614 43.610655, 1.4605755 43.6106251, 1.4605268 43.6105671, 1.4604829 43.6105192, 1.4604159 43.6105231, 1.4603434 43.6105299, 1.46033 43.6105289, 1.4603091 43.610371));31004710;;;footway;0;0;0
roads.3546;MULTILINESTRING ((1.4496116 43.6068895, 1.4496259 43.6068775, 1.449802 43.6067302, 1.4498659 43.6066792));31004793;Place d'Arménie;;footway;0;0;0
roads.3547;MULTILINESTRING ((1.4537335 43.609278, 1.4536463 43.60925, 1.4535686 43.609229, 1.4535064 43.6091893, 1.4530674 43.6089047, 1.4529247 43.6088062, 1.4528164 43.608735, 1.4526531 43.6086277, 1.4511901 43.607635));31004946;;;cycleway;1;0;0
roads.3548;MULTILINESTRING ((1.4497405 43.6063192, 1.4497896 43.6063203, 1.4498456 43.6063224));31004947;;;service;1;0;0
roads.3549;MULTILINESTRING ((1.455289 43.6109343, 1.455284 43.6107617, 1.4552815 43.6107177));31005200;;;service;1;0;0
roads.3550;MULTILINESTRING ((1.4553775 43.6109925, 1.4553686 43.6107705));31005201;;;service;1;0;0
roads.3551;MULTILINESTRING ((1.455454 43.6110429, 1.4554526 43.6108214));31005202;;;service;1;0;0
roads.3552;MULTILINESTRING ((1.4555457 43.6111032, 1.4555269 43.6107584, 1.4554519 43.6107048, 1.4553668 43.6106517, 1.4552791 43.6105936));31005203;;;service;1;0;0
roads.3553;MULTILINESTRING ((1.4563097 43.6116255, 1.4563824 43.6115665, 1.4565685 43.6114156));31005205;Rue René Leduc;;residential;1;0;50
roads.3554;MULTILINESTRING ((1.4563264 43.6119364, 1.4562852 43.6118593, 1.4562685 43.6117832, 1.4562678 43.6117372, 1.4562735 43.611708, 1.4562858 43.6116701, 1.4563097 43.6116255));31005206;Rue de Périole;;residential;1;0;30
roads.3555;MULTILINESTRING ((1.4565642 43.6117759, 1.4564777 43.6117715, 1.456439 43.611781, 1.4563977 43.6118174, 1.4563712 43.611862, 1.4563264 43.6119364));31005207;Rue de Périole;;residential;1;0;30
roads.3556;MULTILINESTRING ((1.4556355 43.6107797, 1.4555269 43.6107584));31005301;;;footway;0;0;0
roads.3557;MULTILINESTRING ((1.4466746 43.609436, 1.4468124 43.6095149, 1.446856 43.6095392, 1.4482318 43.6103821, 1.4483015 43.6104248, 1.4483671 43.6104648, 1.4491204 43.6109263, 1.4491735 43.6109585, 1.4502389 43.6116041, 1.4504715 43.611749, 1.4505216 43.6117802, 1.4509718 43.6120439, 1.4510516 43.612099));31005465;Rue Raymond IV;;residential;1;0;30
roads.3558;MULTILINESTRING ((1.4468193 43.6075498, 1.4469211 43.6076115, 1.4470091 43.6076094, 1.448 43.6074352, 1.4480475 43.6074266));31005466;Rue Lafaille;;residential;1;0;30
roads.3559;MULTILINESTRING ((1.4413107 43.6089172, 1.4413552 43.6089306, 1.4417087 43.6090368, 1.4417795 43.6090432, 1.441813 43.6090363, 1.4418277 43.6090221, 1.4418625 43.6089356, 1.441885 43.6089087));31005912;Rue des Cuves Saint-Sernin;;pedestrian;1;0;0
roads.3560;MULTILINESTRING ((1.4427016 43.6078928, 1.4425567 43.6078105, 1.4424003 43.6077308));31005914;;;service;0;0;0
roads.3561;MULTILINESTRING ((1.4399476 43.6074915, 1.4398963 43.6074631, 1.4396693 43.6073441, 1.4396605 43.6073325, 1.4396366 43.6073071));31005916;Place du Peyrou;;living_street;1;0;0
roads.3562;MULTILINESTRING ((1.4413085 43.6075027, 1.4412791 43.6073432, 1.4412763 43.6072616));31005919;Impasse Alexandre Yersin;;pedestrian;0;0;0
roads.3563;MULTILINESTRING ((1.4359598 43.6037587, 1.4360377 43.6038562, 1.4363608 43.6041377, 1.4367384 43.6044484, 1.4371161 43.6048089, 1.4372176 43.6049135, 1.4374421 43.6051449, 1.4374543 43.60516, 1.4376238 43.6053329, 1.4380186 43.6057146, 1.4380415 43.6057368));31005920;Rue Valade;;residential;1;0;30
roads.3564;MULTILINESTRING ((1.4462984 43.6132618, 1.4463624 43.613331));31006798;Rue de la Concorde;;tertiary;0;0;30
roads.3565;MULTILINESTRING ((1.4463624 43.613331, 1.4466858 43.6136869, 1.4467157 43.6137202, 1.4470534 43.6141128, 1.4473157 43.6144055, 1.4475768 43.6147, 1.4478336 43.6149862, 1.4478909 43.6150455));31006799;Rue de la Concorde;;tertiary;1;0;30
roads.3566;MULTILINESTRING ((1.4479475 43.5971614, 1.4479818 43.5971383, 1.4484186 43.5969536, 1.4485986 43.5968796, 1.4486846 43.5968295, 1.4487549 43.5967624, 1.4489266 43.5965821, 1.449036 43.5964918, 1.4491521 43.596407, 1.4493868 43.5962451, 1.4494175 43.5962239, 1.4495622 43.5961241));31006800;Rue Vélane;;residential;1;0;30
roads.3567;MULTILINESTRING ((1.4502673 43.5967101, 1.4504748 43.596597, 1.4506066 43.5965456));31006801;Place Montoulieu;;residential;1;0;30
roads.3568;MULTILINESTRING ((1.4504706 43.5964074, 1.4503686 43.5963183, 1.449464 43.5957219, 1.4485948 43.5951489));31006802;Rue Jules de Rességuier;;residential;0;0;30
roads.3569;MULTILINESTRING ((1.4482094 43.5974166, 1.4484027 43.597328, 1.4485988 43.5972626, 1.4487996 43.5971973, 1.4488911 43.5971682, 1.44917 43.5970992, 1.4495139 43.5968527));31006803;Rue Neuve;;pedestrian;1;0;0
roads.3570;MULTILINESTRING ((1.4487172 43.5981138, 1.4488421 43.5982085, 1.4489712 43.5982974));31006804;Place Sainte-Scarbes;;residential;1;0;30
roads.3571;MULTILINESTRING ((1.4489712 43.5982974, 1.4490969 43.5983144, 1.4491578 43.5983162, 1.4492472 43.598296, 1.4496089 43.598174, 1.4498807 43.5980874, 1.4506135 43.5980046, 1.4507643 43.5979876, 1.4508578 43.5979789, 1.4510478 43.5979555));31006805;Rue Saint-Jacques;;residential;1;0;30
roads.3572;MULTILINESTRING ((1.4489712 43.5982974, 1.4489159 43.5983735, 1.4488802 43.5984445, 1.4488666 43.5985155));31006806;Place Sainte-Scarbes;;residential;1;0;30
roads.3573;MULTILINESTRING ((1.4476396 43.5969475, 1.4477806 43.5970573, 1.4478672 43.597114, 1.4479475 43.5971614, 1.44808 43.597274, 1.4481517 43.597343, 1.4482094 43.5974166, 1.4484236 43.5977183, 1.4486065 43.5979647));31006807;Rue Perchepinte;;residential;1;0;30
roads.3574;MULTILINESTRING ((1.4503274 43.5995432, 1.4501347 43.5995345, 1.4498853 43.5995462, 1.4498219 43.5995624, 1.4497897 43.5995882, 1.4497669 43.5996266, 1.4497534 43.5996448, 1.4497235 43.5996645, 1.4496866 43.5996771, 1.4496475 43.5996929));31006808;Impasse de la Préfecture;;service;0;0;0
roads.3575;MULTILINESTRING ((1.4495167 43.6001267, 1.4495361 43.6001373, 1.44978 43.6002734, 1.4498975 43.600339, 1.4500017 43.6003947, 1.4500914 43.6004415, 1.4501375 43.6004582, 1.4501631 43.6004642));31006809;Rue Riguepels;;residential;0;0;30
roads.3576;MULTILINESTRING ((1.4512064 43.5999989, 1.4517032 43.6000702, 1.4517767 43.6000804));31007113;Rue Bertrand-de-l'Isle;;residential;1;0;30
roads.3577;MULTILINESTRING ((1.4489752 43.6015822, 1.4490024 43.6015602, 1.4490527 43.6015528));31007115;Rue Jacques-Matthieu Delpech;;residential;1;0;30
roads.3578;MULTILINESTRING ((1.4488105 43.6025496, 1.448938 43.6026333, 1.4490477 43.602641));31007116;;;footway;0;0;0
roads.3579;MULTILINESTRING ((1.4481318 43.6033732, 1.4481496 43.6033479, 1.4481603 43.6033162, 1.4481586 43.6032206, 1.4481546 43.6029976, 1.4481515 43.6028258, 1.4481497 43.6027263));31007117;Rue Paul Vidal;;residential;1;0;30
roads.3580;MULTILINESTRING ((1.4495722 43.6049142, 1.4494961 43.6048746));31007118;Rue des Trois Journées;;residential;1;0;30
roads.3581;MULTILINESTRING ((1.4503964 43.6044279, 1.4504932 43.6046959, 1.4505817 43.6046844));31007119;Impasse de la Colombette;;pedestrian;0;0;0
roads.3582;MULTILINESTRING ((1.4089616 43.5937408, 1.4089558 43.5936558, 1.4089553 43.5936344, 1.4089551 43.5936277, 1.4089428 43.5935514));31008572;Rue de Négogousses;;residential;1;0;0
roads.3583;MULTILINESTRING ((1.4076702 43.593395, 1.4076273 43.5933707, 1.4076515 43.5933358));31009107;;;cycleway;0;0;0
roads.3584;MULTILINESTRING ((1.4048156 43.6046196, 1.4048076 43.60468, 1.4047909 43.6047484, 1.4047855 43.6047974, 1.4047857 43.6048507, 1.404897 43.605431, 1.4049698 43.6055389, 1.4050726 43.6056281, 1.4054528 43.6058369, 1.4055006 43.6058709, 1.405536 43.6059151));31009110;Passage Irène Némirovsky;;path;0;0;0
roads.3585;MULTILINESTRING ((1.4068542 43.6060249, 1.4065025 43.6061313));31009111;Rue Augustin Fresnel;;residential;0;0;0
roads.3586;MULTILINESTRING ((1.4134017 43.6095195, 1.4138863 43.609698, 1.4142886 43.6098136, 1.4145353 43.6098737, 1.4147365 43.6099126, 1.4149605 43.6099475, 1.4151241 43.6099641, 1.4156766 43.6100204, 1.4161329 43.6101132));31009112;;;primary_link;1;0;0
roads.3587;MULTILINESTRING ((1.4144898 43.6107108, 1.4143733 43.6107549));31009113;;;cycleway;0;0;0
roads.3588;MULTILINESTRING ((1.4143733 43.6107549, 1.4143013 43.6108216));31009114;;;cycleway;0;0;0
roads.3589;MULTILINESTRING ((1.4126876 43.6098999, 1.4126332 43.6097899, 1.4126385 43.6097229, 1.4126897 43.6096618, 1.4133277 43.6093238, 1.41344 43.609273, 1.413504 43.6092584, 1.4135825 43.6092666, 1.4137193 43.6093015, 1.4142138 43.6095678, 1.4143767 43.6096396, 1.4144735 43.6096707));31009115;;;cycleway;0;0;0
roads.3590;MULTILINESTRING ((1.4144496 43.6097217, 1.4144735 43.6096707, 1.4145816 43.6093804, 1.4146004 43.60933, 1.4147031 43.6092028));31009116;;;service;0;0;30
roads.3591;MULTILINESTRING ((1.4136811 43.6089827, 1.4136195 43.6090536, 1.4135503 43.6091279, 1.41344 43.609273));31009117;;;cycleway;0;0;0
roads.3592;MULTILINESTRING ((1.4131995 43.6092393, 1.4131912 43.6092645));31009118;;;footway;0;0;0
roads.3593;MULTILINESTRING ((1.4130912 43.6093253, 1.4107965 43.6083197));31009119;;;footway;0;1;0
roads.3594;MULTILINESTRING ((1.4130769 43.6097722, 1.4131533 43.609814, 1.413211 43.6098558, 1.4132486 43.6098829, 1.4133156 43.6099203, 1.4134357 43.6099783, 1.4135367 43.6100275, 1.4135893 43.6100601, 1.4136221 43.6100839, 1.4136784 43.6101272, 1.4137924 43.6102252, 1.4140049 43.6104471, 1.4140613 43.6105068, 1.4140914 43.6105636, 1.4140948 43.6106161, 1.414184 43.610693, 1.4142359 43.6107378, 1.4143013 43.6108216, 1.4143043 43.6108576, 1.4143023 43.6109338, 1.4143053 43.6110106, 1.4143297 43.611075, 1.4143417 43.6111051, 1.4143672 43.611139, 1.414392 43.6111747, 1.4144339 43.6112153, 1.4144945 43.6112611, 1.4146542 43.6113426, 1.414702 43.6113705, 1.4147607 43.611406, 1.4147885 43.6114091, 1.4148068 43.6114063, 1.4148323 43.6113779, 1.4148217 43.6113379, 1.4148103 43.6113043, 1.4148058 43.6112518, 1.4148223 43.6111965));31009120;;;cycleway;0;0;0
roads.3595;MULTILINESTRING ((1.4186475 43.6111584, 1.4186705 43.6112023, 1.4187066 43.6112507, 1.4187164 43.6112579, 1.4187263 43.6112622, 1.4187916 43.6112699, 1.4188068 43.6112753, 1.4188188 43.6112868, 1.4188269 43.6113066));31009121;;;cycleway;0;0;0
roads.3596;MULTILINESTRING ((1.4186752 43.6126711, 1.4187513 43.6126585, 1.4187718 43.6132146, 1.4188939 43.6141315, 1.418986 43.614982, 1.4190757 43.6156274));31009122;Boulevard de Genève;;residential;0;0;0
roads.3597;MULTILINESTRING ((1.4196791 43.6183026, 1.4195806 43.6183473, 1.4195256 43.6183512, 1.4194773 43.6183386, 1.419464 43.6183207, 1.4194491 43.6183007, 1.4192601 43.617023, 1.4190757 43.6156274));31009123;Boulevard de Genève;;unclassified;1;0;0
roads.3598;MULTILINESTRING ((1.4174377 43.6119411, 1.4172039 43.6119055, 1.417102 43.6118967, 1.4170223 43.6119002, 1.4169519 43.6119189));31009124;;;cycleway;0;0;0
roads.3599;MULTILINESTRING ((1.4149576 43.6183162, 1.4156587 43.618334, 1.416392 43.6183468, 1.4178216 43.6184698, 1.4176893 43.618945));31009219;Rue des Peupliers;;residential;0;0;0
roads.3600;MULTILINESTRING ((1.4156587 43.618334, 1.4156477 43.61874, 1.416376 43.6187716, 1.4176893 43.618945, 1.4185372 43.6190496));31009220;Rue Maurice Utrillo;;residential;0;0;0
roads.3601;MULTILINESTRING ((1.4184229 43.6141541, 1.4184914 43.6146096, 1.418976 43.6178345, 1.4190453 43.6184494, 1.4190386 43.6186239, 1.4192246 43.6198596, 1.4192847 43.6202647, 1.4193486 43.6206956));31009221;Cheminement Mendelssohn;;cycleway;0;0;0
roads.3602;MULTILINESTRING ((1.4192246 43.6198596, 1.4188486 43.6199566, 1.4185534 43.6205102));31009222;Cheminement Mendelssohn;;cycleway;0;0;0
roads.3603;MULTILINESTRING ((1.4193486 43.6206956, 1.4193654 43.6208466, 1.4194545 43.6216495, 1.4196502 43.6229705, 1.4197236 43.6234663, 1.4204377 43.6288324, 1.420609 43.6301199, 1.4206888 43.6307195, 1.4208417 43.6318682, 1.4210332 43.6333072, 1.4210941 43.6337649, 1.4211269 43.6340116, 1.421092 43.6340776, 1.4210652 43.634164, 1.421084 43.6343096, 1.4211094 43.6343921, 1.4211403 43.6344659, 1.4211631 43.6345746, 1.4211872 43.6348454));31009223;;;cycleway;0;0;0
roads.3604;MULTILINESTRING ((1.4190693 43.6228909, 1.4190828 43.6230151, 1.4190953 43.6231117, 1.4191272 43.6232131, 1.4192117 43.623394, 1.4192648 43.6234902, 1.4193339 43.6235524, 1.4194095 43.6236036, 1.4194761 43.6236234, 1.419535 43.6236329, 1.4197093 43.6236257));31009296;;;motorway_link;1;0;0
roads.3605;MULTILINESTRING ((1.4268077 43.6554959, 1.4267696 43.6552771, 1.426726 43.6551067, 1.4266643 43.6549515, 1.4266026 43.6548156, 1.4265047 43.6546342, 1.4263733 43.6544314, 1.4262499 43.6542626, 1.4261292 43.6541248, 1.4260031 43.6539948, 1.4258355 43.6538327, 1.4256491 43.6536765, 1.4254399 43.6535222, 1.4249691 43.6531748, 1.4246473 43.6528915));31030024;;;motorway_link;1;0;50
roads.3606;MULTILINESTRING ((1.4280381 43.6583899, 1.4278606 43.6586841, 1.4277332 43.6587802, 1.4275695 43.6588908, 1.4273214 43.6589985, 1.426785 43.6592352, 1.4263104 43.6594392));31030025;;;motorway_link;1;0;0
roads.3607;MULTILINESTRING ((1.4263104 43.6594392, 1.4260537 43.6595783, 1.4257108 43.659764, 1.4254948 43.6599192, 1.4253031 43.6600665, 1.4251492 43.6602163, 1.4250214 43.6603713, 1.4248719 43.6605913));31030026;Autoroute des Deux Mers;A 62;motorway;1;0;0
roads.3608;MULTILINESTRING ((1.4232116 43.6540914, 1.4236039 43.6535523, 1.4238024 43.6533078, 1.4238963 43.6531583, 1.4239325 43.6530768, 1.4239566 43.6530108, 1.4239781 43.6529526));31030737;Avenue des États-Unis;D 820;primary;1;0;50
roads.3609;MULTILINESTRING ((1.4362435 43.5707333, 1.4366202 43.5708569, 1.43681 43.5709415, 1.4368998 43.5709839, 1.4369831 43.5710433, 1.4370101 43.5710781, 1.4370398 43.5711262, 1.437051 43.5711853, 1.4370491 43.5712752));31065653;Chemin de la Loge;;unclassified;0;0;0
roads.3610;MULTILINESTRING ((1.4396025 43.573312, 1.4396283 43.5734487, 1.4396659 43.5736733, 1.4397082 43.5737637, 1.4397796 43.5738438, 1.4398703 43.5739206, 1.4399888 43.5739893));31065654;;;motorway_link;1;0;0
roads.3611;MULTILINESTRING ((1.4373985 43.5748044, 1.4374534 43.574897, 1.4374648 43.5749698, 1.437435 43.5750458, 1.4373812 43.5751125, 1.437299 43.5751658, 1.4371928 43.5752089, 1.4367318 43.5753584, 1.4365283 43.5754449, 1.4363916 43.575576, 1.4363334 43.5756958, 1.4362949 43.5758805, 1.4362811 43.5762331));31065656;;;tertiary;1;0;50
roads.3612;MULTILINESTRING ((1.4360542 43.5719586, 1.4357838 43.5717701, 1.4356363 43.571671, 1.4354753 43.5715709, 1.4353023 43.5714727, 1.4351615 43.5713999, 1.4349335 43.571294, 1.434697 43.5712063, 1.434409 43.5711103, 1.4341182 43.5710331, 1.4338016 43.5709655, 1.4334842 43.5709173, 1.4328124 43.5708353));31065657;;A 620;motorway;1;0;90
roads.3613;MULTILINESTRING ((1.4361727 43.5718719, 1.4378958 43.5731422));31065658;;A 620;motorway;1;1;90
roads.3614;MULTILINESTRING ((1.4377739 43.5732315, 1.4371544 43.572767, 1.4360542 43.5719586));31065659;;A 620;motorway;1;1;90
roads.3615;MULTILINESTRING ((1.4378958 43.5731422, 1.4384043 43.57352));31065660;;A 620;motorway;1;0;90
roads.3616;MULTILINESTRING ((1.4243214 43.6625048, 1.4242825 43.6625291, 1.4242409 43.6625727, 1.4242141 43.6626329, 1.4241711 43.66274, 1.4241175 43.6628736, 1.4241055 43.6629036, 1.4238591 43.6636019));31153770;Chemin Laurent;;residential;0;0;0
roads.3617;MULTILINESTRING ((1.4274408 43.6600948, 1.4273512 43.6600258, 1.4284392 43.6586458));31154026;Chemin de Bellegarrigues;;residential;0;0;0
roads.3618;MULTILINESTRING ((1.4257845 43.6607817, 1.4262056 43.6608972, 1.4268453 43.6610544, 1.4268963 43.6610903, 1.4269084 43.661132, 1.4268976 43.6611708));31154030;Chemin des Adrets;;unclassified;0;0;0
roads.3619;MULTILINESTRING ((1.4233311 43.6497479, 1.4233905 43.6501561, 1.4234688 43.6505877, 1.4234657 43.6510173, 1.4234452 43.6514382, 1.42327 43.6519828, 1.4231528 43.6522466, 1.4230227 43.6524551, 1.4228882 43.6526358, 1.4228024 43.6527606, 1.4227421 43.6528419, 1.4217972 43.6539524, 1.4214174 43.6543907));31165209;Chemin de Halage;;cycleway;0;0;0
roads.3620;MULTILINESTRING ((1.4226801 43.6526879, 1.4228024 43.6527606));31170498;;;cycleway;0;0;0
roads.3621;MULTILINESTRING ((1.423018 43.6477569, 1.4229627 43.6472582));31170499;Chemin de Halage;;path;0;0;0
roads.3622;MULTILINESTRING ((1.4290071 43.5848761, 1.4286741 43.5850495, 1.428635 43.5850655, 1.4284642 43.5851452));31251246;Pont de la Croix de Pierre;;secondary;1;0;50
